594	13303	2	1
595	13320	1	1
596	13332	2	1
597	13349	1	1
598	13361	2	1
599	13378	1	1
600	13390	1	1
601	13402	2	1
602	13419	1	1
603	13431	2	1
604	13448	1	1
605	13460	2	1
606	13477	1	1
607	13489	1	1
608	13501	2	1
609	13518	1	1
610	13530	2	1
611	13547	1	1
612	13559	1	1
613	13571	1	1
614	13583	1	1
615	13595	1	1
616	13607	1	1
617	13619	1	1
618	13631	1	1
619	13643	1	1
620	13655	1	1
621	13667	1	1
622	13679	1	1
623	13691	1	1
624	13703	4	1
625	13730	2	1
626	13747	2	1
627	13764	1	1
628	13776	1	1
629	13788	1	1
630	13800	1	1
631	13812	1	1
632	13824	1	1
633	13836	1	1
634	13848	2	1
635	13865	1	1
636	13877	1	1
637	13889	1	1
638	13901	1	1
639	13913	1	1
640	13925	1	1
641	13937	1	1
642	13949	1	1
643	13961	1	1
644	13973	4	1
645	14000	1	1
646	14012	4	1
647	14039	1	1
648	14051	1	1
649	14063	1	1
650	14075	1	1
651	14087	1	1
652	14099	1	1
653	14111	1	1
654	14123	1	1
655	14135	1	1
656	14147	1	1
657	14159	1	1
658	14171	1	1
659	14183	1	1
660	14195	1	1
661	14207	1	1
662	14219	2	1
663	14236	1	1
664	14248	2	1
665	14265	1	1
666	14277	1	1
667	14289	1	1
668	14301	2	1
669	14318	1	1
670	14330	1	1
671	14342	1	1
672	14354	1	1
673	14366	1	1
674	14378	1	1
675	14390	1	1
676	14402	1	1
677	14414	1	1
678	14426	1	1
679	14438	1	1
